,Email,Class
2779,"['long', 'after', 'i', 'quit', 'i', 'get', 'on', 'only', 'like', '5', 'minutes', 'a', 'day', 'as', 'it', 'is']",ham
4454,"['storming', 'msg', 'wen', 'u', 'lift', 'd', 'phne', 'u', 'say', '\\hello\\', 'do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'meaning', 'of', 'hello??', 'its', 'd', 'name', 'of', 'a', 'girl!', 'yes', 'and', 'u', 'knw', 'who', 'is', 'dat', 'girl??', '\\margaret', 'hello\\', 'she', 'is', 'd', 'girlfrnd', 'f', 'grahmbell', 'who', 'invnted', 'telphone', 'moralone', 'can', '4get', 'd', 'name', 'of', 'a', 'person']",ham
5437,"['am', 'slow', 'in', 'using', 'biolas', 'fne']",ham
1754,"['really', 'gooddhanush', 'rocks', 'once', 'again']",ham
206,"['as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', '!!', 'i', 'felt', 'special', 'she', 'askd', 'me', '4', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there']",ham
4462,"['he', 'said', 'i', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'but', 'i', 'thk', 'hes', 'cutting', 'quite', 'short', '4', 'me', 'leh']",ham
4766,"['your', 'unique', 'user', 'id', 'is', '1172', 'for', 'removal', 'send', 'stop', 'to', '87239', 'customer', 'services', '08708034412']",spam
2920,"['yo', 'any', 'way', 'we', 'could', 'pick', 'something', 'up', 'tonight?']",ham
2715,"['house-maid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', '&lt;#&gt;', 'th', 'january', 'as', 'public', 'holiday', 'all', 'govtinstituitions', 'are', 'closedincluding', 'post', 'officeunderstand?']",ham
5517,"['miles', 'and', 'smiles', 'r', 'made', 'frm', 'same', 'letters', 'but', 'do', 'u', 'know', 'd', 'difference?', 'smile', 'on', 'ur', 'face', 'keeps', 'me', 'happy', 'even', 'though', 'i', 'am', 'miles', 'away', 'from', 'u', '-keep', 'smiling', 'good', 'nyt']",ham
346,"['dis', 'is', 'yijue', 'i', 'jus', 'saw', 'ur', 'mail', 'in', 'case', 'huiming', 'havent', 'sent', 'u', 'my', 'num', 'dis', 'is', 'my', 'num']",ham
2701,"['omw', 'back', 'to', 'tampa', 'from', 'west', 'palm', 'you', 'hear', 'what', 'happened?']",ham
403,"['none', 'of', 'thats', 'happening', 'til', 'you', 'get', 'here', 'though']",ham
792,"['y?where', 'u', 'at', 'dogbreath?', 'its', 'just', 'sounding', 'like', 'jan', 'c', 'thatåõs', 'al!!!!!!!!!']",ham
4932,"['once', 'free', 'call', 'me', 'sir']",ham
1403,"['cool', 'we', 'will', 'have', 'fun', 'practicing', 'making', 'babies!']",ham
5270,"['did', 'u', 'fix', 'the', 'teeth?if', 'not', 'do', 'it', 'asapok', 'take', 'care']",ham
3016,"['one', 'of', 'the', 'joys', 'in', 'lifeis', 'waking', 'up', 'each', 'daywith', 'thoughts', 'that', 'somewheresomeone', 'cares', 'enough', 'tosend', 'a', 'warm', 'morning', 'greeting', '-']",ham
3767,"['where', 'are', 'you', 'call', 'me']",ham
1949,"['oh', 'ic', 'i', 'thought', 'you', 'meant', 'mary', 'jane']",ham
4581,"['wow', 'didnt', 'think', 'it', 'was', 'that', 'common', 'i', 'take', 'it', 'all', 'back', 'ur', 'not', 'a', 'freak!', 'unless', 'u', 'chop', 'it', 'off-']",ham
2201,"['and', 'my', 'man', 'carlos', 'is', 'definitely', 'coming', 'by', 'mu', 'tonight', 'no', 'excuses']",ham
1226,"['reply', 'with', 'your', 'name', 'and', 'address', 'and', 'you', 'will', 'receive', 'by', 'post', 'a', 'weeks', 'completely', 'free', 'accommodation', 'at', 'various', 'global', 'locations', 'wwwphb1com', 'ph08700435505150p']",spam
2795,"['tell', 'your', 'friends', 'what', 'you', 'plan', 'to', 'do', 'on', 'valentines', 'day', '@', '&lt;url&gt;']",ham
2821,"['romcapspam', 'everyone', 'around', 'should', 'be', 'responding', 'well', 'to', 'your', 'presence', 'since', 'you', 'are', 'so', 'warm', 'and', 'outgoing', 'you', 'are', 'bringing', 'in', 'a', 'real', 'breath', 'of', 'sunshine']",spam
3869,"['oh', 'ok', 'wait', '4', 'me', 'there', 'my', 'lect', 'havent', 'finish']",ham
2435,"['btw', 'regarding', 'that', 'we', 'should', 'really', 'try', 'to', 'see', 'if', 'anyone', 'else', 'can', 'be', 'our', '4th', 'guy', 'before', 'we', 'commit', 'to', 'a', 'random', 'dude']",ham
240,"['tomarrow', 'final', 'hearing', 'on', 'my', 'laptop', 'case', 'so', 'i', 'cant']",ham
3746,"['ìï', 'neva', 'tell', 'me', 'how', 'i', 'noe', 'im', 'not', 'at', 'home', 'in', 'da', 'aft', 'wat']",ham
3265,"['tap', '&', 'spile', 'at', 'seven', '*', 'is', 'that', 'pub', 'on', 'gas', 'st', 'off', 'broad', 'st', 'by', 'canal', 'ok?']",ham
4021,"['u', 'gd', 'lor', 'go', 'shopping', 'i', 'got', 'stuff', 'to', 'do', 'u', 'wan', '2', 'watch', 'infernal', 'affairs', 'a', 'not?', 'come', 'lar']",ham
5387,"['i', 'will', 'be', 'gentle', 'baby!', 'soon', 'you', 'will', 'be', 'taking', 'all', '&lt;#&gt;', 'inches', 'deep', 'inside', 'your', 'tight', 'pussy']",ham
2771,"['still', 'in', 'customer', 'place']",ham
4665,"['nottel', 'software', 'name']",ham
448,"['lol', 'have', 'you', 'made', 'plans', 'for', 'new', 'years?']",ham
3010,"['hm', 'good', 'morning', 'headache', 'anyone?', '-']",ham
196,"['did', 'u', 'got', 'that', 'persons', 'story']",ham
2700,"['hiya', 'sorry', 'didnt', 'hav', 'signal', 'i', 'havent', 'seen', 'or', 'heard', 'from', 'and', 'neither', 'has', 'which', 'is', 'unusual', 'in', 'itself!', 'ill', 'put', 'on', 'the', 'case', 'and', 'get', 'him', 'to', 'sort', 'it', 'out!', 'hugs', 'and', 'snogs']",ham
1004,"['umma', 'did', 'she', 'say', 'anything']",ham
3875,"['did', 'u', 'get', 'that', 'message']",ham
686,"['every', 'king', 'was', 'once', 'a', 'crying', 'baby', 'and', 'every', 'great', 'building', 'was', 'once', 'a', 'map', 'not', 'imprtant', 'where', 'u', 'r', 'today', 'but', 'where', 'u', 'wil', 'reach', 'tomorw', 'gud', 'ni8']",ham
882,"['i', 'love', 'to', 'give', 'massages', 'i', 'use', 'lots', 'of', 'baby', 'oil', 'what', 'is', 'your', 'fave', 'position?']",ham
2669,"['yes', 'they', 'replied', 'my', 'mail', 'im', 'going', 'to', 'the', 'management', 'office', 'later', 'plus', 'will', 'in', 'to', 'bank', 'later', 'alsoor', 'on', 'wednesday']",ham
570,"['yar', 'lor', 'wait', '4', 'my', 'mum', '2', 'finish', 'sch', 'then', 'have', 'lunch', 'lor', 'i', 'whole', 'morning', 'stay', 'at', 'home', 'clean', 'my', 'room', 'now', 'my', 'room', 'quite', 'clean', 'hee']",ham
2269,"['u', 'know', 'we', 'watchin', 'at', 'lido?']",ham
3904,"['do', 'you', 'want', 'a', 'new', 'video', 'handset?', '750', 'anytime', 'any', 'network', 'mins?', 'half', 'price', 'line', 'rental?', 'camcorder?', 'reply', 'or', 'call', '08000930705', 'for', 'delivery', 'tomorrow']",spam
2232,"['good', 'morning', 'plz', 'call', 'me', 'sir']",ham
3027,"['you', 'have', 'got', 'tallent', 'but', 'you', 'are', 'wasting']",ham
3036,"['cos', 'darren', 'say', 'ì_', 'considering', 'mah', 'so', 'i', 'ask', 'ì_']",ham
2935,"['and', 'stop', 'wondering', '\\wow', 'is', 'she', 'ever', 'going', 'to', 'stop', 'tming', 'me', '?!\\', 'because', 'i', 'will', 'tm', 'you', 'whenever', 'i', 'want', 'because', 'you', 'are', 'mine', '*laughs*']",ham
2199,"['haha', 'can', 'but', 'im', 'having', 'dinner', 'with', 'my', 'cousin']",ham
3643,"['*', 'thought', 'i', 'didnt', 'see', 'you']",ham
5427,"['santa', 'calling!', 'would', 'your', 'little', 'ones', 'like', 'a', 'call', 'from', 'santa', 'xmas', 'eve?', 'call', '09058094583', 'to', 'book', 'your', 'time']",spam
1501,"['hot', 'live', 'fantasies', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'is', 'a', 'national', 'rate', 'call']",spam
3012,"['free', 'unlimited', 'hardcore', 'porn', 'direct', '2', 'your', 'mobile', 'txt', 'porn', 'to', '69200', '&', 'get', 'free', 'access', 'for', '24', 'hrs', 'then', 'chrgd@50p', 'per', 'day', 'txt', 'stop', '2exit', 'this', 'msg', 'is', 'free']",spam
254,"['im', 'back', 'lemme', 'know', 'when', 'youre', 'ready']",ham
1906,"['ello', 'babe', 'u', 'ok?']",ham
3456,"['friendship', 'poem', 'dear', 'o', 'dear', 'u', 'r', 'not', 'near', 'but', 'i', 'can', 'hear', 'dont', 'get', 'fear', 'live', 'with', 'cheer', 'no', 'more', 'tear', 'u', 'r', 'always', 'my', 'dear', 'gud', 'ni8']",ham
2602,"['\\im', 'at', 'arestaurant', 'eating', 'squid!', 'i', 'will', 'be', 'out', 'about', '1030', 'wanna', 'dosomething', 'or', 'is', 'that', 'to', 'late?\\']",ham
757,"['faith', 'makes', 'things', 'possiblehope', 'makes', 'things', 'worklove', 'makes', 'things', 'beautifulmay', 'you', 'have', 'all', 'three', 'this', 'christmas!merry', 'christmas!']",ham
939,"['better', 'made', 'up', 'for', 'friday', 'and', 'stuffed', 'myself', 'like', 'a', 'pig', 'yesterday', 'now', 'i', 'feel', 'bleh', 'but', 'at', 'least', 'its', 'not', 'writhing', 'pain', 'kind', 'of', 'bleh']",ham
3293,"['beautiful', 'tomorrow', 'never', 'comes', 'when', 'it', 'comes', 'its', 'already', 'today', 'in', 'the', 'hunt', 'of', 'beautiful', 'tomorrow', 'dont', 'waste', 'your', 'wonderful', 'today', 'goodmorning']",ham
106,"['aight', 'ill', 'hit', 'you', 'up', 'when', 'i', 'get', 'some', 'cash']",ham
3029,"['also', 'sir', 'i', 'sent', 'you', 'an', 'email', 'about', 'how', 'to', 'log', 'into', 'the', 'usc', 'payment', 'portal', 'ill', 'send', 'you', 'another', 'message', 'that', 'should', 'explain', 'how', 'things', 'are', 'back', 'home', 'have', 'a', 'great', 'weekend']",ham
1370,"['hope', 'you', 'are', 'feeling', 'great', 'pls', 'fill', 'me', 'in', 'abiola']",ham
4566,"['but', 'you', 'were', 'together', 'so', 'you', 'should', 'be', 'thinkin', 'about', 'him']",ham
5346,"['my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', '!!', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked!']",ham
885,"['gibbs', 'unsoldmike', 'hussey']",ham
2535,"['you', 'do', 'what', 'all', 'you', 'like']",ham
561,"['thanx', '4', 'e', 'brownie', 'its', 'v', 'nice']",ham
3208,"['havent', 'mus', 'ask', 'if', 'u', 'can', '1st', 'wat', 'of', 'meet', '4', 'lunch', 'den', 'u', 'n', 'him', 'meet', 'can', 'already', 'lor', 'or', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'then', 'confirm', 'w', 'me', 'asap?']",ham
4347,"['you', 'give', 'us', 'back', 'my', 'id', 'proof', 'and', '&lt;#&gt;', 'rs', 'we', 'wont', 'allow', 'you', 'to', 'work', 'we', 'will', 'come', 'to', 'your', 'home', 'within', 'days']",ham
3061,"['fine', 'do', 'you', 'remember', 'me']",ham
345,"['gudnitetcpractice', 'going', 'on']",ham
1460,"['yalru', 'lyfu', 'astne', 'chikku', 'bt', 'innu', 'mundhe', 'lyf', 'ali', 'halla', 'ke', 'bilo', 'marriageprogram', 'edhae', 'so', 'lyf', 'is', 'nt', 'yet', 'ovr', 'chikkuali', 'vargu', 'lyfu', 'meow', 'meow-d']",ham
5399,"['and', 'hes', 'apparently', 'bffs', 'with', 'carly', 'quick', 'now']",ham
5323,"['aah', 'bless!', 'hows', 'your', 'arm?']",ham
3512,"['staff', 'of', 'placement', 'training', 'in', 'amrita', 'college']",ham
797,"['\\petey', 'boy', 'whereare', 'you', 'me', 'and', 'all', 'your', 'friendsare', 'in', 'thekingshead', 'come', 'down', 'if', 'you', 'canlove', 'nic\\']",ham
2668,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', '08000930705', 'for', 'delivery']",spam
4269,"['great', 'hope', 'you', 'are', 'using', 'your', 'connections', 'from', 'mode', 'men', 'also', 'cos', 'you', 'can', 'never', 'know', 'why', 'old', 'friends', 'can', 'lead', 'you', 'to', 'today']",ham
2052,"['oh', 'i', 'was', 'thkin', 'of', 'goin', 'yogasana', 'at', '10', 'den', 'no', 'nd', 'to', 'go', 'at', '3', 'den', 'can', 'rush', 'to', 'parco', '4', 'nb', 'okie', 'lor', 'u', 'call', 'me', 'when', 'ready']",ham
431,"['does', 'she', 'usually', 'take', 'fifteen', 'fucking', 'minutes', 'to', 'respond', 'to', 'a', 'yes', 'or', 'no', 'question']",ham
799,"['\\gimme', 'a', 'few\\', 'was', '&lt;#&gt;', 'minutes', 'ago']",ham
5501,"['private!', 'your', '2003', 'account', 'statement', 'for', '07808247860', 'shows', '800', 'un-redeemed', 's', 'i', 'm', 'points', 'call', '08719899229', 'identifier', 'code', '40411', 'expires', '06/11/04']",spam
4689,"['ok', 'no', 'prob']",ham
2863,"['what', 'im', 'saying', 'is', 'if', 'you', 'havent', 'explicitly', 'told', 'nora', 'i', 'know', 'someone', 'im', 'probably', 'just', 'not', 'gonna', 'bother']",ham
2177,"['i', 'dont', 'think', 'so', 'you', 'dont', 'need', 'to', 'be', 'going', 'out', 'that', 'late', 'on', 'a', 'school', 'night', 'especially', 'when', 'the', 'one', 'class', 'you', 'have', 'is', 'the', 'one', 'you', 'missed', 'last', 'wednesday', 'and', 'probably', 'failed', 'a', 'test', 'in', 'on', 'friday']",ham
4303,"['good', 'good', 'billy', 'mates', 'all', 'gone', 'just', 'been', 'jogging', 'again!', 'did', 'enjoy', 'concert?']",ham
3048,"['lol', 'they', 'dont', 'know', 'about', 'my', 'awesome', 'phone', 'i', 'could', 'click', 'delete', 'right', 'now', 'if', 'i', 'want']",ham
4010,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', '0808', '145', '4742', 'between', '9am-11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'å£1000', 'cash', 'or', 'å£5000', 'prize!']",spam
4846,"['i', 'am', 'in', 'escape', 'theatre', 'now', 'going', 'to', 'watch', 'kavalan', 'in', 'a', 'few', 'minutes']",ham
2828,"['send', 'a', 'logo', '2', 'ur', 'lover', '-', '2', 'names', 'joined', 'by', 'a', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', '07123456789', 'to', '87077', 'yahoo!', 'pobox36504w45wq', 'txtno', '4', 'no', 'ads', '150p']",spam
2754,"['we', 'r', 'outside', 'already']",ham
4890,"['its', 'worse', 'if', 'if', 'uses', 'half', 'way', 'then', 'stops', 'its', 'better', 'for', 'him', 'to', 'complete', 'it']",ham
5301,"['at', 'what', 'time', 'should', 'i', 'come', 'tomorrow']",ham
2024,"['yes', 'obviously', 'but', 'you', 'are', 'the', 'eggs-pert', 'and', 'the', 'potato', 'head‰û_', 'speak', 'soon!']",ham
2099,"['oh', 'howda', 'gud', 'gud', 'mathe', 'en', 'samachara', 'chikku-']",ham
3916,"['eh', 'ur', 'laptop', 'got', 'no', 'stock', 'lei', 'he', 'say', 'mon', 'muz', 'come', 'again', 'to', 'take', 'a', 'look', 'c', 'got', 'a', 'not']",ham
3097,"['this', 'is', 'all', 'just', 'creepy', 'and', 'crazy', 'to', 'me']",ham
1168,"['ok', 'now', 'i', 'am', 'in', 'bus', 'if', 'i', 'come', 'soon', 'i', 'will', 'come', 'otherwise', 'tomorrow']",ham
2802,"['freemsg>fav', 'xmas', 'tones!reply', 'real']",spam
4934,"['hey', 'babe', 'hows', 'it', 'going', '?', 'did', 'you', 'ever', 'figure', 'out', 'where', 'your', 'going', 'for', 'new', 'years', '?']",ham
2854,"['your', 'gonna', 'be', 'the', 'death', 'if', 'me', 'im', 'gonna', 'leave', 'a', 'note', 'that', 'says', 'its', 'all', 'robs', 'fault', 'avenge', 'me']",ham
3101,"['even', 'if', 'he', 'my', 'friend', 'he', 'is', 'a', 'priest', 'call', 'him', 'now']",ham
2934,"['yeah', 'we', 'got', 'one', 'lined', 'up', 'for', 'us']",ham
1785,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers?', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', '&amp;', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love!']",ham
760,"['romantic', 'paris', '2', 'nights', '2', 'flights', 'from', 'å£79', 'book', 'now', '4', 'next', 'year', 'call', '08704439680ts&cs', 'apply']",spam
2850,"['are', 'you', 'going', 'to', 'wipro', 'interview', 'today?']",ham
1130,"['howz', 'pain?hope', 'u', 'r', 'fine']",ham
2186,"['oh', 'god', 'im', 'gonna', 'google', 'nearby', 'cliffs', 'now']",ham
328,"['cool', 'text', 'me', 'when', 'youre', 'parked']",ham
1007,"['i', 'dont', 'quite', 'know', 'what', 'to', 'do', 'i', 'still', 'cant', 'get', 'hold', 'of', 'anyone', 'i', 'cud', 'pick', 'you', 'up', 'bout', '730pm', 'and', 'we', 'can', 'see', 'if', 'theyre', 'in', 'the', 'pub?']",ham
2543,"['she', 'is', 'our', 'sister', 'she', 'belongs', '2', 'our', 'family', 'she', 'is', 'd', 'hope', 'of', 'tomorrow', 'pray', '4', 'herwho', 'was', 'fated', '4', 'd', 'shoranur', 'train', 'incident', 'lets', 'hold', 'our', 'hands', 'together', '&amp;', 'fuelled', 'by', 'love', '&amp;', 'concern', 'prior', '2', 'her', 'grief', '&amp;', 'pain', 'pls', 'join', 'in', 'dis', 'chain', '&amp;', 'pass', 'it', 'stop', 'violence', 'against', 'women']",ham
1683,"['do', 'you', 'want', 'bold', '2', 'or', 'bb', 'torch']",ham
1234,"['\\hello-/@drivby-0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'makes', 'no', 'senrd-dnot', 'no', 'how', '^', 'dancce', '2', 'drum', 'n', 'basq!ihave', 'fun', '2nhite', 'x', 'ros', 'xxxxxxx\\']",ham
1772,"['im', 'not', 'coming', 'over', 'do', 'whatever', 'you', 'want']",ham
1988,"['the', 'baskets', 'gettin', 'full', 'so', 'i', 'might', 'be', 'by', 'tonight']",ham
2478,"['sppok', 'up', 'ur', 'mob', 'with', 'a', 'halloween', 'collection', 'of', 'nokia', 'logo&pic', 'message', 'plus', 'a', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', 'to', '8007']",spam
941,"['theyre', 'doing', 'it', 'to', 'lots', 'of', 'places', 'only', 'hospitals', 'and', 'medical', 'places', 'are', 'safe']",ham
2178,"['and', 'popping', '&lt;#&gt;', 'ibuprofens', 'was', 'no', 'help']",ham
5251,"['yeah', 'work', 'is', 'fine', 'started', 'last', 'week', 'all', 'the', 'same', 'stuff', 'as', 'before', 'dull', 'but', 'easy', 'and', 'guys', 'are', 'fun!']",ham
4547,"['hope', 'you', 'are', 'having', 'a', 'good', 'week', 'just', 'checking', 'in']",ham
1531,"['oh', 'dang!', 'i', 'didnt', 'mean', 'o', 'send', 'that', 'to', 'you!', 'lol!']",ham
1882,"['come', 'to', 'me', 'slave', 'your', 'doing', 'it', 'again', 'going', 'into', 'your', 'shell', 'and', 'unconsciously', 'avoiding', 'me', 'you', 'are', 'making', 'me', 'unhappy', '-']",ham
1253,"['mum', 'say', 'we', 'wan', 'to', 'go', 'then', 'go', 'then', 'she', 'can', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']",ham
4212,"['i', 'attended', 'but', 'nothing', 'is', 'there']",ham
2083,"['how', 'are', 'you', 'wish', 'you', 'a', 'great', 'semester']",ham
1027,"['are', 'you', 'not', 'around', 'or', 'just', 'still', 'asleep?', 'v']",ham
2984,"['no', 'break', 'time', 'one', 'how', 'i', 'come', 'out', 'n', 'get', 'my', 'stuff', 'fr', 'ì_?']",ham
97,"['i', 'see', 'when', 'we', 'finish', 'we', 'have', 'loads', 'of', 'loans', 'to', 'pay']",ham
2770,"['then', 'ur', 'sis', 'how?']",ham
5565,"['huh', 'y', 'lei']",ham
1894,"['uh', 'heads', 'up', 'we', 'dont', 'have', 'that', 'much', 'left']",ham
1835,"['are', 'you', 'wet', 'right', 'now?']",ham
2985,"['reply', 'to', 'win', 'å£100', 'weekly!', 'what', 'professional', 'sport', 'does', 'tiger', 'woods', 'play?', 'send', 'stop', 'to', '87239', 'to', 'end', 'service']",spam
397,"['you', 'are', 'always', 'putting', 'your', 'business', 'out', 'there', 'you', 'put', 'pictures', 'of', 'your', 'ass', 'on', 'facebook', 'you', 'are', 'one', 'of', 'the', 'most', 'open', 'people', 'ive', 'ever', 'met', 'why', 'would', 'i', 'think', 'a', 'picture', 'of', 'your', 'room', 'would', 'hurt', 'you', 'make', 'you', 'feel', 'violated']",ham
3045,"['so', 'hows', 'the', 'weather', 'over', 'there?']",ham
667,"['this', 'pay', 'is', '&lt;decimal&gt;', 'lakhs']",ham
1518,"['shall', 'i', 'ask', 'one', 'thing', 'if', 'you', 'dont', 'mistake', 'me']",ham
3490,['ok'],ham
1307,"['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'or', 'lionp', '4', 'poly', '4', 'more', 'go', '2', 'wwwringtonescouk', 'the', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rates', 'apply']",spam
996,"['yetunde', 'im', 'in', 'class', 'can', 'you', 'not', 'run', 'water', 'on', 'it', 'to', 'make', 'it', 'ok', 'pls', 'now']",ham
3330,"['how', 'much', 'it', 'will', 'cost', 'approx', 'per', 'month']",ham
5351,"['yup', 'its', 'at', 'paragon', 'i', 'havent', 'decided', 'whether', '2', 'cut', 'yet', 'hee']",ham
2500,"['no', 'datoday', 'also', 'i', 'forgot']",ham
3034,"['rajipls', 'do', 'me', 'a', 'favour', 'pls', 'convey', 'my', 'birthday', 'wishes', 'to', 'nimya', 'pls', 'today', 'is', 'her', 'birthday']",ham
4982,"['networking', 'job', 'is', 'there']",ham
2889,"['shuhui', 'has', 'bought', 'rons', 'present', 'its', 'a', 'swatch', 'watch']",ham
1673,"['nah', 'dub', 'but', 'je', 'still', 'buff']",ham
4444,"['2', 'celebrate', 'my', 'båõday', 'y', 'else?']",ham
1763,"['hi', '07734396839', 'ibh', 'customer', 'loyalty', 'offer', 'the', 'new', 'nokia6600', 'mobile', 'from', 'only', 'å£10', 'at', 'txtauction!txt', 'wordstart', 'to', 'no81151', '&', 'get', 'yours', 'now!4t&']",spam
5398,"['hi', 'hope', 'you', 'had', 'a', 'good', 'day', 'have', 'a', 'better', 'night']",ham
1333,"['oh', 'icic', 'k', 'lor', 'den', 'meet', 'other', 'day']",ham
1009,"['dear', 'heroi', 'am', 'leaving', 'to', 'qatar', 'tonite', 'for', 'an', 'apt', 'opportunitypls', 'do', 'keep', 'in', 'touch', 'at', '&lt;email&gt;', 'kerala']",ham
4919,"['g', 'says', 'you', 'never', 'answer', 'your', 'texts', 'confirm/deny']",ham
3450,"['yes', 'we', 'were', 'outside', 'for', 'like', '2', 'hours', 'and', 'i', 'called', 'my', 'whole', 'family', 'to', 'wake', 'them', 'up', 'cause', 'it', 'started', 'at', '1', 'am']",ham
1825,"['dude', 'whats', 'up', 'how', 'teresa', 'hope', 'you', 'have', 'been', 'okay', 'when', 'i', 'didnt', 'hear', 'from', 'these', 'people', 'i', 'called', 'them', 'and', 'they', 'had', 'received', 'the', 'package', 'since', 'dec', '&lt;#&gt;', 'just', 'thot', 'yould', 'like', 'to', 'know', 'do', 'have', 'a', 'fantastic', 'year', 'and', 'all', 'the', 'best', 'with', 'your', 'reading', 'plus', 'if', 'you', 'can', 'really', 'really', 'bam', 'first', 'aid', 'for', 'usmle', 'then', 'your', 'work', 'is', 'done']",ham
3659,"['i', 'will', 'reach', 'ur', 'home', 'in', '&lt;#&gt;', 'minutes']",ham
3506,"['two', 'fundamentals', 'of', 'cool', 'life', '\\walk']",ham
616,"['he', 'like', 'not', 'v', 'shock', 'leh', 'cos', 'telling', 'shuhui', 'is', 'like', 'telling', 'leona', 'also', 'like', 'dat', 'almost', 'all', 'know', 'liao', 'he', 'got', 'ask', 'me', 'abt', 'ur', 'reaction', 'lor']",ham
4847,"['sthis', 'will', 'increase', 'the', 'chance', 'of', 'winning']",ham
5474,"['wheres', 'mummys', 'boy', '?', 'is', 'he', 'being', 'good', 'or', 'bad', '?', 'is', 'he', 'being', 'positive', 'or', 'negative', '?', 'why', 'is', 'mummy', 'being', 'made', 'to', 'wait?', 'hmmmm?']",ham
3064,"['sounds', 'good', 'keep', 'me', 'posted']",ham
2643,"['my', 'friends', 'use', 'to', 'call', 'the', 'same']",ham
4806,"['private!', 'your', '2004', 'account', 'statement', 'for', '078498****7', 'shows', '786', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', '08719180219', 'identifier', 'code', '45239', 'expires', '060505']",spam
1219,"['true', 'it', 'is', 'passable', 'and', 'if', 'you', 'get', 'a', 'high', 'score', 'and', 'apply', 'for', 'phd', 'you', 'get', '5years', 'of', 'salary', 'so', 'it', 'makes', 'life', 'easier']",ham
1718,"['then', 'u', 'better', 'go', 'sleep', 'dun', 'disturb', 'u', 'liao', 'u', 'wake', 'up', 'then', 'msg', 'me', 'lor']",ham
3276,"['its', 'a', 'great', 'day', 'do', 'have', 'yourself', 'a', 'beautiful', 'one']",ham
2923,"['thts', 'gods', 'gift', 'for', 'birds', 'as', 'humans', 'hav', 'some', 'natural', 'gift', 'frm', 'god']",ham
2131,"['your', 'b4u', 'voucher', 'w/c', '27/03', 'is', 'marsms', 'log', 'onto', 'wwwb4utelecom', 'for', 'discount', 'credit', 'to', 'opt', 'out', 'reply', 'stop', 'customer', 'care', 'call', '08717168528']",spam
4423,"['update', 'your', 'face', 'book', 'status', 'frequently']",ham
3011,"['yeah', 'no', 'probs', '-', 'last', 'night', 'is', 'obviously', 'catching', 'up', 'with', 'you', 'speak', 'soon']",ham
3963,"['if', 'e', 'timing', 'can', 'then', 'i', 'go', 'w', 'u', 'lor']",ham
4389,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers?', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', '&amp;', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love!']",ham
166,"['urgent!', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'å£900', 'prize', 'guaranteed', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hrs', 'only']",spam
4205,"['get', 'the', 'door', 'im', 'here']",ham
4202,"['c', 'movie', 'is', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', '2', 'lar', 'but', 'i', 'tot', 'ì_', 'not', 'interested']",ham
4534,"['im', 'late', 'tellmiss', 'im', 'on', 'my', 'way']",ham
4729,"['i', 'dont', 'know', 'ask', 'to', 'my', 'brother', 'nothing', 'problem', 'some', 'thing', 'that', 'just', 'i', 'told']",ham
1376,"['auntie', 'huai', 'juan', 'never', 'pick', 'up', 'her', 'phone']",ham
