,Email,Class
2882,"['anything', 'lor', 'is', 'she', 'coming?']",ham
2630,"['urgent!', 'your', 'mobile', 'no', '077xxx', 'won', 'a', 'å£2000', 'bonus', 'caller', 'prize', 'on', '02/06/03!', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you!', 'call', '09066362206', 'asap!', 'box97n7qp', '150ppm']",spam
58,"['tell', 'where', 'you', 'reached']",ham
137,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']",ham
3263,"['i', 'will', 'send', 'them', 'to', 'your', 'email', 'do', 'you', 'mind', '&lt;#&gt;', 'times', 'per', 'night?']",ham
2625,"['unni', 'thank', 'you', 'dear', 'for', 'the', 'rechargerakhesh']",ham
4833,"['i', 'hope', 'your', 'pee', 'burns', 'tonite']",ham
1835,"['are', 'you', 'wet', 'right', 'now?']",ham
4208,"['i', 'want', 'kfc', 'its', 'tuesday', 'only', 'buy', '2', 'meals', 'only', '2', 'no', 'gravy', 'only', '2', 'mark', '2!']",ham
3196,"['so', 'its', 'to', 'be', 'poking', 'man', 'everyday', 'that', 'they', 'teach', 'you', 'in', 'canada', 'abi!', 'how', 'are', 'you', 'just', 'saying', 'hi']",ham
154,"['you', 'are', 'everywhere', 'dirt', 'on', 'the', 'floor', 'the', 'windows', 'even', 'on', 'my', 'shirt', 'and', 'sometimes', 'when', 'i', 'open', 'my', 'mouth', 'you', 'are', 'all', 'that', 'comes', 'flowing', 'out', 'i', 'dream', 'of', 'my', 'world', 'without', 'you', 'then', 'half', 'my', 'chores', 'are', 'out', 'too', 'a', 'time', 'of', 'joy', 'for', 'me', 'lots', 'of', 'tv', 'shows', 'ill', 'see', 'but', 'i', 'guess', 'like', 'all', 'things', 'you', 'just', 'must', 'exist', 'like', 'rain', 'hail', 'and', 'mist', 'and', 'when', 'my', 'time', 'here', 'is', 'done', 'you', 'and', 'i', 'become', 'one']",ham
4711,"['thats', 'cool', 'princess!', 'i', 'will', 'cover', 'your', 'face', 'in', 'hot', 'sticky', 'cum']",ham
1935,"['my', 'planning', 'usually', 'stops', 'at', '\\find', 'hella', 'weed']",ham
2276,"['hello!', 'how', 'r', 'u?', 'im', 'bored', 'inever', 'thought', 'id', 'get', 'bored', 'with', 'the', 'tv', 'but', 'i', 'am', 'tell', 'me', 'something', 'exciting', 'has', 'happened', 'there?', 'anything!', '=/']",ham
2470,"['sry', 'cant', 'talk', 'on', 'phone', 'with', 'parents']",ham
754,"['realy', 'sorry-i', 'dont', 'recognise', 'this', 'number', 'and', 'am', 'now', 'confused', 'who', 'r', 'u', 'please?!']",ham
3083,"['ok', 'lor', 'i', 'ned', '2', 'go', 'toa', 'payoh', '4', 'a', 'while', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'me', 'there', 'or', 'wat?']",ham
3838,"['erm', '‰û_', 'ill', 'pick', 'you', 'up', 'at', 'about', '645pm', 'thatll', 'give', 'enough', 'time', 'to', 'get', 'there', 'park', 'and', 'that']",ham
2313,"['also', 'that', 'chat', 'was', 'awesome', 'but', 'dont', 'make', 'it', 'regular', 'unless', 'you', 'can', 'see', 'her', 'in', 'person']",ham
3840,"['howz', 'painit', 'will', 'come', 'down', 'todaydo', 'as', 'i', 'said', 'ystrdayice', 'and', 'medicine']",ham
4215,"['er', 'mw', 'im', 'filled', 'tuth', 'is', 'aight']",ham
4161,"['hows', 'it', 'going?', 'got', 'any', 'exciting', 'karaoke', 'type', 'activities', 'planned?', 'im', 'debating', 'whether', 'to', 'play', 'football', 'this', 'eve', 'feeling', 'lazy', 'though']",ham
3463,"['my', 'phone']",ham
1880,"['ok', 'ìï', 'finishing', 'soon?']",ham
2419,"['oic', 'then', 'better', 'quickly', 'go', 'bathe', 'n', 'settle', 'down']",ham
1703,"['what', 'can', 'i', 'do?', 'might', 'accidant', 'tookplace', 'between', 'somewhere', 'ghodbandar', 'rd', 'traffic', 'moves', 'slovely', 'so', 'plz', 'slip', '&amp;', 'dont', 'worry']",ham
1302,"['fran', 'i', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'an', 'knackered', 'i', 'got', 'up', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'ps', 'this', 'is', 'my', 'dads', 'fone', '-no', 'credit']",ham
1830,"['hello-', 'thanx', 'for', 'taking', 'that', 'call', 'i', 'got', 'a', 'job!', 'starts', 'on', 'monday!']",ham
10,"['im', 'gonna', 'be', 'home', 'soon', 'and', 'i', 'dont', 'want', 'to', 'talk', 'about', 'this', 'stuff', 'anymore', 'tonight', 'k?', 'ive', 'cried', 'enough', 'today']",ham
1821,"['if', 'youre', 'thinking', 'of', 'lifting', 'me', 'one', 'then', 'no']",ham
620,"['dear', 'we', 'got', '&lt;#&gt;', 'dollars', 'hi', 'hi']",ham
2053,"['y', 'so', 'late', 'but', 'i', 'need', 'to', 'go', 'n', 'get', 'da', 'laptop']",ham
887,"['y', 'dun', 'cut', 'too', 'short', 'leh', 'u', 'dun', 'like', 'ah?', 'she', 'failed', 'shes', 'quite', 'sad']",ham
3126,"['thats', 'cool', 'i', 'liked', 'your', 'photos', 'you', 'are', 'very', 'sexy!']",ham
271,"['night', 'has', 'ended', 'for', 'another', 'day', 'morning', 'has', 'come', 'in', 'a', 'special', 'way', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay']",ham
2517,"['joys', 'father', 'is', 'john', 'then', 'john', 'is', 'the', 'name', 'of', 'joys', 'father', 'mandan']",ham
5194,"['ok', 'take', 'ur', 'time', 'n', 'enjoy', 'ur', 'dinner']",ham
993,"['the', 'xmas', 'story', 'is', 'peace', 'the', 'xmas', 'msg', 'is', 'love', 'the', 'xmas', 'miracle', 'is', 'jesus', 'hav', 'a', 'blessed', 'month', 'ahead', '&amp;', 'wish', 'u', 'merry', 'xmas']",ham
2862,"['ok', 'that', 'would', 'b', 'lovely', 'if', 'u', 'r', 'sure', 'think', 'about', 'wot', 'u', 'want', 'to', 'do', 'drinkin', 'dancin', 'eatin', 'cinema', 'in', 'out', 'about', 'up', 'to', 'u!', 'wot', 'about', '?']",ham
1299,"['great', 'to', 'hear', 'you', 'are', 'settling', 'well', 'so', 'whats', 'happenin', 'wit', 'ola?']",ham
4339,"['i', 'want', 'to', 'sent', '&lt;#&gt;', 'mesages', 'today', 'thats', 'y', 'sorry', 'if', 'i', 'hurts']",ham
3586,"['our', 'ride', 'equally', 'uneventful', '-', 'not', 'too', 'many', 'of', 'those', 'pesky', 'cyclists', 'around', 'at', 'that', 'time', 'of', 'night', ';']",ham
1497,"['im', 'putting', 'it', 'on', 'now', 'it', 'should', 'be', 'ready', 'for', '&lt;time&gt;']",ham
4375,"['if', 'you', 'dont', 'your', 'prize', 'will', 'go', 'to', 'another', 'customer', 't&c', 'at', 'wwwt-cbiz', '18+', '150p/min', 'polo', 'ltd', 'suite', '373', 'london', 'w1j', '6hl', 'please', 'call', 'back', 'if', 'busy']",spam
5244,"['thanks', 'for', 'the', 'temales', 'it', 'was', 'wonderful', 'thank', 'have', 'a', 'great', 'week']",ham
2703,"['freemsg', 'fancy', 'a', 'flirt?', 'reply', 'date', 'now', '&', 'join', 'the', 'uks', 'fastest', 'growing', 'mobile', 'dating', 'service', 'msgs', 'rcvd', 'just', '25p', 'to', 'optout', 'txt', 'stop', 'to', '83021', 'reply', 'date', 'now!']",spam
3029,"['also', 'sir', 'i', 'sent', 'you', 'an', 'email', 'about', 'how', 'to', 'log', 'into', 'the', 'usc', 'payment', 'portal', 'ill', 'send', 'you', 'another', 'message', 'that', 'should', 'explain', 'how', 'things', 'are', 'back', 'home', 'have', 'a', 'great', 'weekend']",ham
2643,"['my', 'friends', 'use', 'to', 'call', 'the', 'same']",ham
206,"['as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', '!!', 'i', 'felt', 'special', 'she', 'askd', 'me', '4', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there']",ham
486,"['free', 'message', 'activate', 'your', '500', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', '&', 'conditions', 'visit', 'www07781482378com']",spam
3089,"['am', 'going', 'to', 'take', 'bath', 'ill', 'place', 'the', 'key', 'in', 'window-']",ham
5271,"['so', 'u', 'wan', '2', 'come', 'for', 'our', 'dinner', 'tonight', 'a', 'not?']",ham
3907,"['sounds', 'like', 'a', 'plan!', 'cardiff', 'is', 'still', 'here', 'and', 'still', 'cold!', 'im', 'sitting', 'on', 'the', 'radiator!']",ham
650,"['thats', 'cool!', 'sometimes', 'slow', 'and', 'gentle', 'sonetimes', 'rough', 'and', 'hard']",ham
2777,"['for', 'ur', 'chance', 'to', 'win', 'a', 'å£250', 'cash', 'every', 'wk', 'txt', 'action', 'to', '80608', 'ts&cs', 'wwwmovietriviatv', 'custcare', '08712405022', '1x150p/wk']",spam
4608,"['y', 'de', 'asking', 'like', 'this']",ham
552,"['sure', 'if', 'i', 'get', 'an', 'acknowledgement', 'from', 'you', 'that', 'its', 'astoundingly', 'tactless', 'and', 'generally', 'faggy', 'to', 'demand', 'a', 'blood', 'oath', 'fo']",ham
3072,"['somebody', 'should', 'go', 'to', 'andros', 'and', 'steal', 'ice']",ham
5397,"['thats', 'necessarily', 'respectful']",ham
1317,"['win', 'the', 'newest', '‰ûïharry', 'potter', 'and', 'the', 'order', 'of', 'the', 'phoenix', 'book', '5', 'reply', 'harry', 'answer', '5', 'questions', '-', 'chance', 'to', 'be', 'the', 'first', 'among', 'readers!']",spam
5332,"['i', 'think', 'steyn', 'surely', 'get', 'one', 'wicket']",ham
1895,"['i', 'tot', 'u', 'outside', 'cos', 'darren', 'say', 'u', 'come', 'shopping', 'of', 'course', 'we', 'nice', 'wat', 'we', 'jus', 'went', 'sim', 'lim', 'look', 'at', 'mp3', 'player']",ham
4925,"['oh', 'yes', 'why', 'is', 'it', 'like', 'torture', 'watching', 'england?']",ham
3283,"['alrite', 'sam', 'its', 'nic', 'just', 'checkin', 'that', 'this', 'is', 'ur', 'number-so', 'is', 'it?tb*']",ham
2671,"['super', 'msg', 'danalla', 'timing']",ham
5470,"['i', 'thought', 'slide', 'is', 'enough']",ham
4328,"['1apple/day=no', 'doctor', '1tulsi', 'leaf/day=no', 'cancer', '1lemon/day=no', 'fat', '1cup', 'milk/day=no', 'bone', 'problms', '3', 'litres', 'watr/day=no', 'diseases', 'snd', 'ths', '2', 'whom', 'u', 'care-']",ham
3182,"['dunno', 'i', 'juz', 'askin', 'cos', 'i', 'got', 'a', 'card', 'got', '20%', 'off', '4', 'a', 'salon', 'called', 'hair', 'sense', 'so', 'i', 'tot', 'its', 'da', 'one', 'ì_', 'cut', 'ur', 'hair']",ham
5275,"['oh', 'yeah', 'clearly', 'its', 'my', 'fault']",ham
3417,"['life', 'has', 'never', 'been', 'this', 'much', 'fun', 'and', 'great', 'until', 'you', 'came', 'in', 'you', 'made', 'it', 'truly', 'special', 'for', 'me', 'i', 'wont', 'forget', 'you!', 'enjoy', '@', 'one', 'gbp/sms']",spam
1231,"['have', 'got', '*', 'few', 'things', 'to', 'do', 'may', 'be', 'in', '*', 'pub', 'later']",ham
3908,"['serious?', 'what', 'like', 'proper', 'tongued', 'her']",ham
4992,"['\\hey', 'kate']",ham
1283,"['yes', 'i', 'thought', 'so', 'thanks']",ham
1209,"['his', 'bday', 'real', 'is', 'in', 'april']",ham
4981,"['slept?', 'i', 'thinkthis', 'time', '&lt;#&gt;', 'pm', 'is', 'not', 'dangerous']",ham
337,"['just', 'sleepingand', 'surfing']",ham
5430,"['if', 'you', 'can', 'make', 'it', 'any', 'time', 'tonight', 'or', 'whenever', 'you', 'can', 'its', 'cool', 'just', 'text', 'me', 'whenever', 'youre', 'around']",ham
2583,"['hi', 'happy', 'birthday', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",ham
1003,"['&lt;#&gt;', 'am', 'i', 'think?', 'should', 'say', 'on', 'syllabus']",ham
1572,"['ur', 'cash-balance', 'is', 'currently', '500', 'pounds', '-', 'to', 'maximize', 'ur', 'cash-in', 'now', 'send', 'go', 'to', '86688', 'only', '150p/msg', 'cc', '08718720201', 'hg/suite342/2lands', 'row/w1j6hl']",spam
4479,"['y', 'cant', 'u', 'try', 'new', 'invention', 'to', 'flyim', 'not', 'joking']",ham
2383,"['sorry', 'ill', 'call', 'later']",ham
4417,"['when', 'you', 'get', 'free', 'call', 'me']",ham
368,"['wat', 'uniform?', 'in', 'where', 'get?']",ham
703,"['thats', 'a', 'bit', 'weird', 'even', '?-', 'where', 'is', 'the', 'do', 'supposed', 'to', 'be', 'happening?', 'but', 'good', 'idea', 'sure', 'they', 'will', 'be', 'in', 'pub!']",ham
4695,"['a', 'guy', 'who', 'gets', 'used', 'but', 'is', 'too', 'dumb', 'to', 'realize', 'it']",ham
2926,"['ok', 'u', 'enjoy', 'ur', 'shows']",ham
531,"['what', 'today-sundaysunday', 'is', 'holidayso', 'no', 'work']",ham
2932,"['yo', 'do', 'you', 'know', 'anyone', '&lt;#&gt;', 'or', 'otherwise', 'able', 'to', 'buy', 'liquor?', 'our', 'guy', 'flaked', 'and', 'right', 'now', 'if', 'we', 'dont', 'get', 'a', 'hold', 'of', 'somebody', 'its', 'just', '4', 'loko', 'all', 'night']",ham
2897,"['if', 'you', 'r', '@', 'home', 'then', 'come', 'down', 'within', '5', 'min']",ham
281,"['\\wen', 'u', 'miss', 'someone']",ham
1684,"['cramps', 'stopped', 'going', 'back', 'to', 'sleep']",ham
2330,"['at', 'home', 'by', 'the', 'way']",ham
2558,"['i', 'also', 'thk', 'too', 'fast', 'xy', 'suggest', 'one', 'not', 'me', 'u', 'dun', 'wan', 'its', 'ok', 'going', '2', 'rain', 'leh', 'where', 'got', 'gd']",ham
3117,"['r', 'u', 'saying', 'i', 'should', 're', 'order', 'the', 'slippers', 'cos', 'i', 'had', 'to', 'pay', 'for', 'returning', 'it']",ham
1759,"['nt', 'yet', 'chikkusimple', 'habbahw', 'abt', 'u?']",ham
3579,"['have', 'a', 'lovely', 'night', 'and', 'when', 'you', 'wake', 'up', 'to', 'see', 'this', 'message', 'i', 'hope', 'you', 'smile', 'knowing', 'all', 'is', 'as', 'should', 'be', 'have', 'a', 'great', 'morning']",ham
102,"['as', 'per', 'your', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', '*9', 'to', 'copy', 'your', 'friends', 'callertune']",ham
1127,"['height', 'of', '\\oh', 'shit!!\\', 'situation', 'a', 'guy', 'throws', 'a', 'luv', 'letter', 'on', 'a', 'gal', 'but', 'falls', 'on', 'her', 'brothers', 'head', 'whos', 'a', 'gay']",ham
4381,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'all', 'my', 'stuff', 'sorted', 'but', 'im', 'going', 'sound', 'anyway', 'promoting', 'hex', 'for', 'by', 'the', 'way', 'who', 'is', 'this?', 'dont', 'know', 'number', 'joke']",ham
4329,"['i', 'thought', 'we', 'were', 'doing', 'a', 'king', 'of', 'the', 'hill', 'thing', 'there']",ham
3338,"['babe', '!!!!', 'i', 'love', 'you', '!!!!', '*covers', 'your', 'face', 'in', 'kisses*']",ham
3111,"['just', 'havent', 'decided', 'where', 'yet', 'eh', '?']",ham
4120,"['yunny', 'im', 'goin', 'to', 'be', 'late']",ham
1440,"['cool', 'breeze', 'bright', 'sun', 'fresh', 'flower', 'twittering', 'birds', 'all', 'these', 'waiting', 'to', 'wish', 'u', '\\goodmorning', '&amp;', 'have', 'a', 'nice', 'day\\']",ham
3832,"['i', 'had', 'askd', 'u', 'a', 'question', 'some', 'hours', 'before', 'its', 'answer']",ham
1265,"['im', 'in', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'byåóleafcutter', 'johnåó-sounds', 'like', 'insects', 'being', 'molested&someone', 'plumbingremixed', 'by', 'evil', 'men', 'on', 'acid!']",ham
2582,"['goodmorning', 'today', 'i', 'am', 'late', 'for', '1hr']",ham
4286,"['i', 'wud', 'never', 'mind', 'if', 'u', 'dont', 'miss', 'me', 'or', 'if', 'u', 'dont', 'need', 'me', 'but', 'u', 'wil', 'really', 'hurt', 'me', 'wen', 'u', 'need', 'me', '&amp;', 'u', 'dont', 'tell', 'me', 'take', 'care-']",ham
553,"['ok', 'every', 'night', 'take', 'a', 'warm', 'bath', 'drink', 'a', 'cup', 'of', 'milk', 'and', 'youll', 'see', 'a', 'work', 'of', 'magic', 'you', 'still', 'need', 'to', 'loose', 'weight', 'just', 'so', 'that', 'you', 'know']",ham
1776,"['buy', 'space', 'invaders', '4', 'a', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', 'press', '0', 'for', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2couk/games', '4', 'terms', '+', 'settings', 'no', 'purchase']",spam
2312,"['so', 'what', 'do', 'you', 'guys', 'do']",ham
3200,"['nicenicehow', 'is', 'it', 'working?']",ham
769,"['lol', 'i', 'know!', 'theyre', 'so', 'dramatic', 'schools', 'already', 'closed', 'for', 'tomorrow', 'apparently', 'we', 'cant', 'drive', 'in', 'the', 'inch', 'of', 'snow', 'were', 'supposed', 'to', 'get']",ham
3149,"['yo!', 'howz', 'u?', 'girls', 'never', 'rang', 'after', 'india', 'l']",ham
3690,"['sir', 'i', 'am', 'waiting', 'for', 'your', 'call', 'once', 'free', 'please', 'call', 'me']",ham
2620,"['lol!', 'nah', 'wasnt', 'too', 'bad', 'thanks', 'its', 'good', 'to', 'b', 'home', 'but', 'its', 'been', 'quite', 'a', 'reality', 'check', 'hows', 'ur', 'day', 'been?', 'did', 'u', 'do', 'anything', 'with', 'website?']",ham
1693,"['ìï', 'eatin', 'later', 'but', 'im', 'eatin', 'wif', 'my', 'frens', 'now', 'lei', 'ìï', 'going', 'home', 'first?']",ham
3556,"['i', 'had', 'it', 'alreadysabarish', 'asked', 'me', 'to', 'go']",ham
1107,"['from', 'someone', 'not', 'to', 'smoke', 'when', 'every', 'time', 'ive', 'smoked', 'in', 'the', 'last', 'two', 'weeks', 'is', 'because', 'of', 'you', 'calling', 'or', 'texting', 'me', 'that', 'you', 'wanted', 'to', 'smoke']",ham
5175,"['rajipls', 'do', 'me', 'a', 'favour', 'pls', 'convey', 'my', 'birthday', 'wishes', 'to', 'nimya', 'pls', 'today', 'is', 'her', 'birthday']",ham
4725,"['jason', 'says', 'its', 'cool', 'if', 'we', 'pick', 'some', 'up', 'from', 'his', 'place', 'in', 'like', 'an', 'hour']",ham
4131,"['hi', 'baby', 'ive', 'just', 'got', 'back', 'from', 'work', 'and', 'i', 'was', 'wanting', 'to', 'see', 'u', 'allday!', 'i', 'hope', 'i', 'didnt', 'piss', 'u', 'off', 'on', 'the', 'phone', 'today', 'if', 'u', 'are', 'up', 'give', 'me', 'a', 'call', 'xxx']",ham
5243,"['of', 'course', '!', 'dont', 'tease', 'me', 'you', 'know', 'i', 'simply', 'must', 'see', '!', '*grins*', 'do', 'keep', 'me', 'posted', 'my', 'prey', '*loving', 'smile*', '*devouring', 'kiss*']",ham
4187,"['mm', 'umma', 'ask', 'vava', 'also', 'to', 'come', 'tell', 'him', 'can', 'play', 'later', 'together']",ham
5193,"['its', 'wylie', 'you', 'in', 'tampa', 'or', 'sarasota?']",ham
2401,"['oh', 'oh', 'wasted', 'den', 'muz', 'chiong', 'on', 'sat', 'n', 'sun', 'liao']",ham
3140,"['customer', 'place', 'i', 'will', 'call', 'you']",ham
642,"['probably', 'gonna', 'swing', 'by', 'in', 'a', 'wee', 'bit']",ham
2216,"['*', 'will', 'have', 'two', 'more', 'cartons', 'off', 'u', 'and', 'is', 'very', 'pleased', 'with', 'shelves']",ham
3134,"['wat', 'makes', 'some', 'people', 'dearer', 'is', 'not', 'just', 'de', 'happiness', 'dat', 'u', 'feel', 'when', 'u', 'meet', 'them', 'but', 'de', 'pain', 'u', 'feel', 'when', 'u', 'miss', 'dem!!!']",ham
5227,"['i', 're-met', 'alex', 'nichols', 'from', 'middle', 'school', 'and', 'it', 'turns', 'out', 'hes', 'dealing!']",ham
3704,"['ok', 'very', 'good', 'its', 'all', 'about', 'making', 'that', 'money']",ham
2373,"['dunno', 'lei', 'he', 'neva', 'say']",ham
3394,"['then', 'i', 'buy']",ham
5028,"['id', 'like', 'to', 'tell', 'you', 'my', 'deepest', 'darkest', 'fantasies', 'call', 'me', '09094646631', 'just', '60p/min', 'to', 'stop', 'texts', 'call', '08712460324', 'nat', 'rate']",spam
4899,"['ou', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', 'å£500', 'prize!', 'txt', 'word', 'collect', 'to', 'no', '83355!', 'ibhltd', 'ldnw15h', '150p/mtmsgrcvd18']",spam
3160,"['mystery', 'solved!', 'just', 'opened', 'my', 'email', 'and', 'hes', 'sent', 'me', 'another', 'batch!', 'isnt', 'he', 'a', 'sweetie']",ham
4128,"['me', 'im', 'not', 'workin', 'once', 'i', 'get', 'job']",ham
259,"['i‰û÷m', 'parked', 'next', 'to', 'a', 'mini!!!!', 'when', 'are', 'you', 'coming', 'in', 'today', 'do', 'you', 'think?']",ham
581,"['ok', 'anyway', 'no', 'need', 'to', 'change', 'with', 'what', 'you', 'said']",ham
4024,"['&lt;#&gt;', 'in', 'mca', 'but', 'not', 'conform']",ham
4556,"['i', 'am', 'in', 'hospital', 'da', 'i', 'will', 'return', 'home', 'in', 'evening']",ham
99,"['please', 'dont', 'text', 'me', 'anymore', 'i', 'have', 'nothing', 'else', 'to', 'say']",ham
1962,"['yes', 'it', 'completely', 'in', 'out', 'of', 'formclark', 'also', 'utter', 'waste']",ham
491,"['congrats!', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now!', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free!', 'bx420-ip4-5we', '150pm', 'dont', 'miss', 'out!']",spam
4577,"['urgent!', 'call', '09066350750', 'from', 'your', 'landline', 'your', 'complimentary', '4*', 'ibiza', 'holiday', 'or', '10000', 'cash', 'await', 'collection', 'sae', 't&cs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18+']",spam
2936,"['lol', 'yep', 'did', 'that', 'yesterday', 'already', 'got', 'my', 'fireplace', 'now', 'its', 'just', 'another', 'icon', 'sitting', 'there', 'for', 'me']",ham
247,"['kallis', 'wont', 'bat', 'in', '2nd', 'innings']",ham
2896,"['ìï', 'collecting', 'ur', 'laptop', 'then', 'going', 'to', 'configure', 'da', 'settings', 'izzit?']",ham
3365,"['i', 'am', 'waiting', 'for', 'your', 'call', 'sir']",ham
143,"['i', 'know', 'you', 'are', 'can', 'you', 'pls', 'open', 'the', 'back?']",ham
5288,"['an', 'excellent', 'thought', 'by', 'a', 'misundrstud', 'frnd', 'i', 'knw', 'u', 'hate', 'me', 'bt', 'the', 'day', 'wen', 'ull', 'knw', 'the', 'truth', 'ull', 'hate', 'urself-', 'gn-']",ham
4308,"['he', 'dint', 'tell', 'anything', 'he', 'is', 'angry', 'on', 'me', 'that', 'why', 'you', 'told', 'to', 'abi']",ham
4269,"['great', 'hope', 'you', 'are', 'using', 'your', 'connections', 'from', 'mode', 'men', 'also', 'cos', 'you', 'can', 'never', 'know', 'why', 'old', 'friends', 'can', 'lead', 'you', 'to', 'today']",ham
2567,"['hey', 'for', 'me', 'there', 'is', 'no', 'leave', 'on', 'friday', 'wait', 'i', 'will', 'ask', 'my', 'superior', 'and', 'tell', 'you']",ham
1032,"['happy', 'new', 'year', 'my', 'no1', 'man']",ham
5312,"['here', 'got', 'ur', 'favorite', 'oyster', 'n', 'got', 'my', 'favorite', 'sashimi', 'ok', 'lar', 'i', 'dun', 'say', 'already', 'wait', 'ur', 'stomach', 'start', 'rumbling']",ham
2264,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'a', 'message']",ham
2976,"['ok', 'omw', 'now', 'you', 'at', 'castor?']",ham
45,"['no', 'callsmessagesmissed', 'calls']",ham
2688,"['ya', 'ok', 'vikky', 'vl', 'c', 'witin', '&lt;#&gt;', 'mins', 'and', 'il', 'reply', 'u']",ham
5406,"['dear', 'are', 'you', 'angry', 'i', 'was', 'busy', 'dear']",ham
1056,"['then', 'u', 'drive', 'lor']",ham
2433,"['uncle', 'boye', 'i', 'need', 'movies', 'oh', 'guide', 'me', 'plus', 'you', 'know', 'torrents', 'are', 'not', 'particularly', 'legal', 'here', 'and', 'the', 'system', 'is', 'slowing', 'down', 'what', 'should', 'i', 'do', 'have', 'a', 'gr8', 'day', 'plus', 'have', 'you', 'started', 'cos', 'i', 'dont', 'meet', 'you', 'online', 'how', 'was', 'the', 'honey', 'moon']",ham
1275,"['wot', 'u', 'up', '2', 'u', 'weirdo?']",ham
196,"['did', 'u', 'got', 'that', 'persons', 'story']",ham
3428,"['i', 'dont', 'know', 'jack', 'shit', 'about', 'anything', 'or', 'id', 'say/ask', 'something', 'helpful', 'but', 'if', 'you', 'want', 'you', 'can', 'pretend', 'that', 'i', 'did', 'and', 'just', 'text', 'me', 'whatever', 'in', 'response', 'to', 'the', 'hypotheticalhuagauahahuagahyuhagga']",ham
2509,"['yunny', 'im', 'walking', 'in', 'citylink', 'now', 'ì_', 'faster', 'come', 'down', 'me', 'very', 'hungry']",ham
235,"['i', 'have', 'printed', 'it', 'oh', 'so', '&lt;#&gt;', 'come', 'upstairs']",ham
1921,"['ill', 'be', 'in', 'sch', 'fr', '4-6', 'i', 'dun', 'haf', 'da', 'book', 'in', 'sch', 'its', 'at', 'home']",ham
2858,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers?', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', '&amp;', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love!']",ham
3187,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', '2', 'contact', 'u', 'u', 'have', 'won', 'the', '750', 'pound', 'prize', '2', 'claim', 'is', 'easy', 'call', '08712101358', 'now!', 'only', '10p', 'per', 'min', 'bt-national-rate']",spam
2787,"['ìï', 'got', 'wat', 'to', 'buy', 'tell', 'us', 'then', 'ì_', 'no', 'need', 'to', 'come', 'in', 'again']",ham
1315,"['whenevr', 'ur', 'sad', 'whenevr', 'ur', 'gray', 'remembr', 'im', 'here', '2', 'listn', '2', 'watevr', 'u', 'wanna', 'say', 'jus', 'walk', 'wid', 'me', 'a', 'little', 'while&amp;', 'i', 'promise', 'ill', 'bring', 'back', 'ur', 'smile-']",ham
482,"['watching', 'tv', 'lor']",ham
331,"['maybe', 'i', 'could', 'get', 'book', 'out', 'tomo', 'then', 'return', 'it', 'immediately', '?', 'or', 'something']",ham
4767,"['im', 'not', 'sure', 'if', 'its', 'still', 'available', 'though']",ham
5481,"['shall', 'call', 'now', 'dear', 'having', 'food']",ham
4240,"['detroit', 'the', 'home', 'of', 'snow', 'enjoy', 'it']",ham
5316,"['jus', 'finish', 'watching', 'tv', 'u?']",ham
2105,"['thank', 'you', 'i', 'like', 'you', 'as', 'well']",ham
